Word,SID
883,71172
884,43177
885,1811
886,70836
887,53050
888,23896
889,14157
890,14157
891,26485
892,26486
893,38788
894,38788
895,35991
896,33788
897,33788
898,52037
899,52039
900,72939
901,14158
902,52040
903,44159
904,2822
905,14160
906,14161
907,14162
908,14163
909,14164
910,14159
911,3836
912,68850
913,29749
914,74430
915,74430
916,74430
917,67747
918,67764
919,67759
920,67758
921,67756
922,67765
923,67755
924,67762
925,67763
926,67766
927,67754
928,67760
929,67761
930,67753
931,67751
932,67752
933,67757
934,67746
935,69688
936,27483
937,27477
938,25721
939,67473
940,41837
941,62121
942,30505
943,78093
944,78095
945,78094
946,78096
947,14165
948,14166
949,14166
950,77536
951,14168
952,14167
953,14168
954,77533
955,78407
956,77534
957,79331
958,77541
959,79329
960,75715
961,75739
962,14169
963,14169
964,77535
965,42365
966,77506
967,78648
968,77506
969,77506
970,71176
971,78645
972,77542
973,14569
974,51691
975,51691
976,76021
977,64353
978,48926
979,12003
980,12004
981,58173
982,71177
983,11596
984,11598
985,11597
986,76901
987,52
988,52041
989,60508
990,63754
991,63755
992,63756
993,51077
994,27726
995,30417
996,68127
997,76021
998,65843
999,74607
1000,60976
1001,13778
1002,13779
1003,74608
1004,51300
1005,37041
1006,48927
1007,74959
1008,74959
1009,67849
1010,67861
1011,27389
1012,27275
1013,27275
1014,14170
1015,30821
1016,27269
1017,29710
1018,27269
1019,27271
1020,24414
1021,74609
1022,74609
1023,48928
1024,77580
1025,14171
1026,71178
1027,71178
1028,77581
1029,78646
1030,78312
1031,78647
1032,52042
1033,77738
1034,77089
1035,77089
1036,37918
1037,31286
1038,71952
1039,74436
1040,77738
1041,71179
1042,3266
1043,27476
1044,31134
1045,27708
1046,6817
1047,6817
1048,42472
1049,74431
1050,31134
1051,11026
1052,11027
1053,68169
1054,68170
1055,69583
1056,30102
1057,13969
1058,13971
1059,13970
1060,13967
1061,14404
1062,14404
1063,41942
1064,76544
1065,35447
1066,76544
1067,36156
1068,35447
1069,44157
1070,45709
1071,74025
1072,46563
1073,75462
1074,75463
1075,75464
1076,7220
1077,63062
1078,63063
1079,63064
1080,63063
1081,63064
1082,63062
1083,52043
1084,48929
1085,62847
1086,62846
1087,62849
1088,62848
1089,63117
1090,74442
1091,47911
1092,65432
1093,10250
1094,65434
1095,64957
1096,41638
1097,14172
1098,63116
1099,63118
1100,76358
1101,14173
1102,74835
1103,38966
1104,14174
1105,14175
1106,18709
1107,14176
1108,61962
1109,28744
1110,14177
1111,29932
1112,61543
1113,28023
1114,62006
1115,28024
1116,61962
1117,61962
1118,61997
1119,14178
1120,39400
1121,52044
1122,76400
1123,32823
1124,31622
1125,73970
1126,52045
1127,73970
1128,76549
1129,38463
1130,75370
1131,74987
1132,77145
1133,4351
1134,40241
1135,30724
1136,52046
1137,45411
1138,45410
1139,45409
1140,82
1141,265
1142,70189
1143,31313
1144,30724
1145,34903
1146,27211
1147,6045
1148,35032
1149,47166
1150,68851
1151,72101
1152,47355
1153,47083
1154,72123
1155,72124
1156,28157
1157,70146
1158,11578
1159,11577
1160,31136
1161,27484
1162,26372
1163,27484
1164,26372
1165,7966
1166,7967
1167,21812
1168,25721
1169,8387
1170,8389
1171,8390
1172,74478
1173,74478
1174,52047
1175,9592
1176,2142
1177,2142
1178,2118
1179,1435
1180,62148
1181,62148
1182,66495
1183,66496
1184,29750
1185,7891
1186,7892
1187,75150
1188,63757
1189,63758
1190,66918
1191,66920
1192,66919
1193,75921
1194,6712
1195,62134
1196,79741
1197,76310
1198,76310
1199,28914
1200,74443
1201,74443
1202,28914
1203,74444
1204,77236
1205,38025
1206,76385
1207,38765
1208,14179
1209,9798
1210,29826
1211,36270
1212,34065
1213,69939
1214,69940
1215,78097
1216,79742
1217,77501
1218,79564
1219,77501
1220,14181
1221,14180
1222,79743
1223,79564
1224,14181
1225,77501
1226,79744
1227,77493
1228,34927
1229,40
1230,37605
1231,36834
1232,37629
1233,39231
1234,3840
1235,62850
1236,62854
1237,62853
1238,29588
1239,12018
1240,12019
1241,14182
1242,78200
1243,9779
1244,2714
1245,37632
1246,36811
1247,9782
1248,9781
1249,9781
1250,9779
1251,9781
1252,75465
1253,75499
1254,61521
1255,61521
1256,77455
1257,77671
1258,65935
1259,65936
1260,65937
1261,65937
1262,65938
1263,65934
1264,69941
1265,27065
1266,77678
1267,77455
1268,78174
1269,64327
1270,64329
1271,14183
1272,5026
1273,6946
1274,6944
1275,6942
1276,6943
1277,14184
1278,75665
1279,7227
1280,7228
1281,77455
1282,7018
1283,7017
1284,3551
1285,9777
1286,9778
1287,61
1288,74365
1289,5993
1290,5994
1291,4816
1292,71646
1293,34105
1294,14185
1295,26645
1296,2863
1297,5993
1298,14185
1299,52049
1300,14136
1301,63005
1302,39199
1303,5149
1304,61522
1305,10405
1306,10406
1307,10407
1308,47052
1309,6455
1310,24557
1311,78579
1312,78579
1313,5300
1314,78165
1315,71180
1316,5300
1317,1095
1318,61523
1319,78164
1320,78460
1321,73290
1322,52050
1323,78460
1324,4838
1325,35109
1326,71181
1327,52051
1328,77142
1329,14186
1330,14187
1331,46323
1332,71182
1333,70805
1334,73290
1335,74365
1336,25680
1337,23637
1338,32022
1339,55310
1340,1994
1341,74365
1342,71260
1343,77161
1344,71646
1345,25680
1346,78191
1347,52052
1348,52053
1349,52054
1350,53587
1351,37612
1352,52055
1353,34474
1354,34474
1355,70408
1356,6051
1357,4074
1358,3829
1359,4710
1360,74093
1361,4710
1362,44626
1363,57234
1364,95
1365,14188
1366,3699
1367,30822
1368,30629
1369,19661
1370,9705
1371,69391
1372,9706
1373,69392
1374,30634
1375,69689
1376,3577
1377,3576
1378,36465
1379,73699
1380,36465
1381,73769
1382,75042
1383,74610
1384,76160
1385,75644
1386,76163
1387,76137
1388,76139
1389,74929
1390,75582
1391,75583
1392,75583
1393,75584
1394,75584
1395,74610
1396,77355
1397,74929
1398,76482
1399,73699
1400,30810
1401,30629
1402,26027
1403,14189
1404,77507
1405,78646
1406,77507
1407,78647
1408,71183
1409,79076
1410,38867
1411,35919
1412,45057
1413,4014
1414,4014
1415,70560
1416,78075
1417,74993
1418,75101
1419,75101
1420,75101
1421,50612
1422,38361
1423,37812
1424,2582
1425,48166
1426,11221
1427,11222
1428,51043
1429,58174
1430,14190
1431,63100
1432,30171
1433,66462
1434,66462
1435,48931
1436,64386
1437,60864
1438,26788
1439,78789
1440,58177
1441,58176
1442,58175
1443,48930
1444,76276
1445,48164
1446,65089
1447,65091
1448,65090
1449,50613
1450,13162
1451,13162
1452,17430
1453,25795
1454,34301
1455,71184
1456,873
1457,52283
1458,14191
1459,71184
1460,39906
1461,14191
1462,80951
1463,80952
1464,74616
1465,16289
1466,14194
1467,14151
1468,12724
1469,12724
1470,72852
1471,34249
1472,52056
1473,14192
1474,8931
1475,69778
1476,68766
1477,68766
1478,52058
1479,52057
1480,74652
1481,40172
1482,316
1483,14193
1484,47022
1485,74941
1486,74941
1487,14194
1488,1769
1489,73010
1490,70190
1491,45965
1492,4389
1493,71185
1494,34533
1495,14195
1496,73501
1497,56936
1498,56936
1499,34019
1500,45712
1501,38813
1502,37925
1503,36308
1504,36275
1505,27930
1506,26677
1507,52059
1508,14196
1509,14196
1510,52060
1511,35551
1512,77454
1513,1607
1514,28971
1515,28971
1516,43029
1517,47267
1518,11741
1519,11744
1520,11743
1521,11742
1522,11740
1523,10587
1524,45731
1525,45731
1526,10587
1527,61396
1528,48800
1529,43503
1530,63019
1531,63020
1532,58178
1533,78073
1534,75650
1535,63065
1536,63066
1537,63066
1538,75599
1539,29953
1540,30168
1541,3352
1542,75541
1543,75535
1544,76300
1545,75597
1546,75361
1547,74942
1548,78074
1549,78075
1550,78077
1551,78076
1552,78078
1553,74637
1554,12766
1555,12767
1556,6737
1557,78076
1558,52040
1559,30751
1560,26431
1561,28082
1562,26431
1563,77827
1564,80284
1565,29611
1566,74616
1567,6141
1568,27156
1569,53504
1570,75363
1571,30444
1572,27156
1573,6141
1574,34869
1575,78047
1576,78047
1577,14197
1578,61726
1579,78047
1580,21687
1581,14198
1582,27156
1583,43454
1584,34424
1585,71186
1586,69806
1587,69942
1588,69946
1589,69944
1590,69945
1591,69947
1592,69948
1593,48892
1594,35449
1595,48932
1596,35449
1597,77602
1598,29820
1599,28859
1600,75562
1601,27511
1602,27515
1603,27511
1604,48933
1605,48933
1606,14199
1607,50668
1608,50669
1609,27947
1610,33840
1611,33826
1612,14200
1613,985
1614,5406
1615,4401
1616,52061
1617,48935
1618,52062
1619,33794
1620,636
1621,38525
1622,14201
1623,14201
1624,52063
1625,71068
1626,39521
1627,903
1628,5037
1629,71184
1630,70309
1631,52063
1632,52064
1633,10270
1634,10270
1635,52065
1636,10270
1637,14202
1638,60939
1639,60939
1640,63741
1641,63742
1642,52083
1643,44180
1644,5757
1645,44113
1646,3501
1647,81239
1648,43735
1649,71187
1650,45717
1651,45717
1652,6074
1653,45527
1654,52711
1655,43735
1656,52068
1657,52067
1658,52066
1659,5762
1660,26126
1661,26126
1662,52069
1663,11866
1664,58545
1665,58841
1666,60308
1667,60334
1668,45033
1669,2920
1670,79534
1671,48225
1672,47308
1673,45532
1674,79534
1675,72349
1676,48934
1677,40255
1678,40309
1679,6169
1680,57386
1681,52071
1682,52070
1683,26433
1684,6334
1685,38682
1686,70591
1687,70591
1688,80639
1689,70591
1690,70591
1691,28392
1692,6334
1693,76931
1694,14203
1695,1849
1696,52072
1697,35917
1698,35675
1699,35917
1700,28612
1701,33836
1702,2751
1703,77543
1704,14204
1705,14204
1706,23446
1707,66321
1708,40686
1709,80574
1710,76619
1711,52073
1712,58947
1713,59469
1714,59928
1715,61373
1716,60359
1717,60742
1718,34176
1719,34176
1720,55140
1721,62855
1722,50826
1723,62856
1724,52074
1725,52075
1726,807
1727,6008
1728,299
1729,52075
1730,25923
1731,25923
1732,40260
1733,6170
1734,5274
1735,52070
1736,14205
1737,1218
1738,78077
1739,71234
1740,16584
1741,16584
1742,29174
1743,29986
1744,78302
1745,29174
1746,29988
1747,3353
1748,29589
1749,29589
1750,39288
1751,14206
1752,14206
1753,29588
1754,29588
1755,29588
1756,29588
1757,78286
1758,59304
1759,58179
1760,47595
1761,47595
1762,48936
1763,48936
1764,30751
1765,77530
1766,77529
1767,77529
1768,71188
1769,66894
1770,35797
1771,53955
1772,51145
1773,6687
1774,74949
1775,74949
1776,28605
1777,4455
1778,58099
1779,28608
1780,73384
1781,55137
1782,28609
1783,74611
1784,29048
1785,77634
1786,76930
1787,718
1788,77634
1789,52076
1790,52077
1791,52078
1792,4270
1793,80617
1794,76608
1795,31422
1796,14207
1797,39934
1798,39454
1799,38407
1800,1322
1801,70892
1802,1771
1803,70443
1804,44999
1805,38884
1806,1322
1807,1148
1808,52079
1809,28291
1810,72076
1811,28229
1812,28319
1813,71189
1814,111
1815,81106
1816,39272
1817,81107
1818,33397
1819,51495
1820,30558
1821,69517
1822,4002
1823,34088
1824,51146
1825,53818
1826,52080
1827,25809
1828,26763
1829,33827
1830,33846
1831,33849
1832,52081
1833,73274
1834,36252
1835,52082
1836,76871
1837,39346
1838,38867
1839,31066
1840,31066
1841,38867
1842,52083
1843,38867
1844,5569
1845,45057
1846,4014
1847,43915
1848,43915
1849,38867
1850,52083
1851,38867
1852,38868
1853,35671
1854,34944
1855,19332
1856,28317
1857,52084
1858,31471
1859,52085
1860,52085
1861,36071
1862,45198
1863,2870
1864,6147
1865,52086
1866,52087
1867,52086
1868,28388
1869,27715
1870,14208
1871,14208
1872,48069
1873,48069
1874,66894
1875,43939
1876,69268
1877,69267
1878,11426
1879,11427
1880,11428
1881,47047
1882,47047
1883,6456
1884,47047
1885,6456
1886,48937
1887,44760
1888,44760
1889,44760
1890,47036
1891,48937
1892,68541
1893,68542
1894,64664
1895,64665
1896,47037
1897,9759
1898,39711
1899,6151
1900,15454
1901,51084
1902,48938
1903,6457
1904,48938
1905,6457
1906,8195
1907,8203
1908,8204
1909,13065
1910,58206
1911,58871
1912,51078
1913,60502
1914,34140
1915,50570
1916,47043
1917,51692
1918,14209
1919,14209
1920,37405
1921,47043
1922,50851
1923,50762
1924,81119
1925,81118
1926,67921
1927,67922
1928,12733
1929,12734
1930,7644
1931,7643
1932,7646
1933,71190
1934,905
1935,14210
1936,2779
1937,14402
1938,14211
1939,19780
1940,14212
1941,24722
1942,52048
1943,64380
1944,48939
1945,45718
1946,6834
1947,6835
1948,1435
1949,6723
1950,3150
1951,3150
1952,61804
1953,76023
1954,14265
1955,61524
1956,61525
1957,32904
1958,74855
1959,74684
1960,14246
1961,25413
1962,35427
1963,35427
1964,48940
1965,32920
1966,32904
1967,32661
1968,52354
1969,52088
1970,32952
1971,4800
1972,32828
1973,4224
1974,5131
1975,52090
1976,69502
1977,14263
1978,61527
1979,14213
1980,24431
1981,14213
1982,14213
1983,14213
1984,45766
1985,52089
1986,32661
1987,14214
1988,48939
1989,45718
1990,58180
1991,68129
1992,68130
1993,50884
1994,67827
1995,67828
1996,50998
1997,58181
1998,34099
1999,30937
2000,31113
2001,53769
2002,32358
2003,53771
2004,53770
2005,33085
2006,74399
2007,43156
2008,50852
2009,33518
2010,63540
2011,68610
2012,68611
2013,53779
2014,39299
2015,33084
2016,7578
2017,7579
2018,46948
2019,25771
2020,25771
2021,30902
2022,73979
2023,39945
2024,73979
2025,5945
2026,30904
2027,5603
2028,40136
2029,3819
2030,33890
2031,26406
2032,3819
2033,40496
2034,40496
2035,25636
2036,76431
2037,10905
2038,29911
2039,29911
2040,29871
2041,52091
2042,36022
2043,52092
2044,43455
2045,73971
2046,5478
2047,52093
2048,32508
2049,73198
2050,61528
2051,61549
2052,73339
2053,73336
2054,73332
2055,26216
2056,25935
2057,36000
2058,38611
2059,35740
2060,6011
2061,38614
2062,35604
2063,35064
2064,28348
2065,12496
2066,52310
2067,33768
2068,33148
2069,4691
2070,1846
2071,31713
2072,76880
2073,75405
2074,39181
2075,76954
2076,52094
2077,49387
2078,1951
2079,38513
2080,5964
2081,38176
2082,38176
2083,38162
2084,38176
2085,40369
2086,6206
2087,5241
2088,14215
2089,51550
2090,37387
2091,23036
2092,10765
2093,10765
2094,72357
2095,72358
2096,37387
2097,46661
2098,51550
2099,75180
2100,52096
2101,52095
2102,44271
2103,44437
2104,44438
2105,78112
2106,20799
2107,79938
2108,65874
2109,65875
2110,37473
2111,37473
2112,48941
2113,51245
2114,51254
2115,37681
2116,51254
2117,66451
2118,8601
2119,8407
2120,8897
2121,46647
2122,8618
2123,64150
2124,64046
2125,63799
2126,13209
2127,9259
2128,13098
2129,9259
2130,66451
2131,65167
2132,68440
2133,10943
2134,66208
2135,64751
2136,67494
2137,64287
2138,64740
2139,8606
2140,46647
2141,66956
2142,66570
2143,67488
2144,19641
2145,66208
2146,68143
2147,67498
2148,12542
2149,62511
2150,12626
2151,11469
2152,11469
2153,37250
2154,51247
2155,51247
2156,14247
2157,28797
2158,51254
2159,37473
2160,14216
2161,28797
2162,37473
2163,37473
2164,62515
2165,62516
2166,9170
2167,9170
2168,44269
2169,14219
2170,14219
2171,23827
2172,30125
2173,14217
2174,3310
2175,78183
2176,14218
2177,61481
2178,75955
2179,62038
2180,40209
2181,32193
2182,80556
2183,61482
2184,39121
2185,80684
2186,35466
2187,40661
2188,76073
2189,37597
2190,40900
2191,32193
2192,9681
2193,39851
2194,32194
2195,31491
2196,14220
2197,30657
2198,77795
2199,33927
2200,14221
2201,74445
2202,74445
2203,68393
2204,8565
2205,51080
2206,62182
2207,8563
2208,8563
2209,8562
2210,74989
2211,71224
2212,66207
2213,66208
2214,40490
2215,40489
2216,5191
2217,40489
2218,9272
2219,79161
2220,79160
2221,79160
2222,69222
2223,68959
2224,68960
2225,68958
2226,68961
2227,68964
2228,68965
2229,58182
2230,68171
2231,68174
2232,68175
2233,68173
2234,78079
2235,72757
2236,14222
2237,58652
2238,62483
2239,62487
2240,62486
2241,62487
2242,62489
2243,62488
2244,66429
2245,66430
2246,66432
2247,66435
2248,66434
2249,66429
2250,66433
2251,66436
2252,63484
2253,50988
2254,27100
2255,81176
2256,80561
2257,80622
2258,81115
2259,43134
2260,43291
2261,43134
2262,35631
2263,32584
2264,80611
2265,80467
2266,80448
2267,80449
2268,45619
2269,80458
2270,43136
2271,27119
2272,58183
2273,71802
2274,71195
2275,5852
2276,7951
2277,7952
2278,26190
2279,44993
2280,43620
2281,74366
2282,74332
2283,767
2284,70698
2285,32069
2286,34663
2287,34650
2288,34663
2289,79846
2290,71191
2291,71191
2292,48942
2293,78472
2294,52098
2295,52097
2296,55661
2297,33891
2298,52102
2299,45407
2300,45403
2301,77544
2302,52103
2303,33891
2304,25865
2305,63759
2306,63760
2307,63967
2308,63762
2309,63763
2310,59306
2311,34467
2312,78098
2313,43231
2314,43218
2315,5118
2316,14223
2317,71194
2318,71193
2319,71192
2320,71194
2321,31246
2322,79914
2323,79916
2324,1819
2325,1819
2326,3859
2327,40361
2328,6186
2329,1825
2330,52104
2331,45402
2332,24036
2333,69581
2334,43177
2335,5117
2336,53051
2337,25789
2338,40521
2339,4858
2340,6275
2341,6185
2342,26652
2343,40521
2344,25722
2345,52331
2346,52105
2347,5944
2348,33927
2349,80984
2350,27532
2351,6458
2352,71195
2353,71802
2354,70610
2355,70610
2356,5852
2357,76433
2358,76497
2359,74224
2360,40331
2361,2746
2362,1608
2363,52106
2364,35686
2365,8940
2366,8941
2367,8942
2368,50506
2369,69779
2370,69780
2371,63121
2372,63122
2373,14225
2374,14224
2375,30450
2376,54818
2377,7442
2378,7443
2379,73350
2380,58823
2381,58823
2382,61048
2383,50670
2384,33899
2385,74847
2386,52108
2387,52107
2388,33379
2389,32410
2390,36787
2391,34521
2392,53
2393,45710
2394,14009
2395,54452
2396,52109
2397,28981
2398,14226
2399,14011
2400,14012
2401,40227
2402,76024
2403,52110
2404,33607
2405,72705
2406,45719
2407,14227
2408,76380
2409,12377
2410,47537
2411,74701
2412,74701
2413,38366
2414,74824
2415,25708
2416,26366
2417,25708
2418,36190
2419,26065
2420,74179
2421,31518
2422,73258
2423,38462
2424,5588
2425,58184
2426,53243
2427,52111
2428,52111
2429,52112
2430,5588
2431,4631
2432,43966
2433,43721
2434,43966
2435,56763
2436,3012
2437,52112
2438,47166
2439,67121
2440,67122
2441,67123
2442,67121
2443,9114
2444,9115
2445,58185
2446,58187
2447,58186
2448,58186
2449,58187
2450,6838
2451,6839
2452,32748
2453,32749
2454,48897
2455,52113
2456,32747
2457,64666
2458,64668
2459,64672
2460,64673
2461,64669
2462,64671
2463,64670
2464,64673
2465,63237
2466,63238
2467,64674
2468,64813
2469,64676
2470,64677
2471,64678
2472,5198
2473,8358
2474,8358
2475,41954
2476,74667
2477,76120
2478,36465
2479,66213
2480,66213
2481,65560
2482,65560
2483,64031
2484,61272
2485,58188
2486,36288
2487,60079
2488,60696
2489,61428
2490,14527
2491,50731
2492,62460
2493,50672
2494,50730
2495,47033
2496,45267
2497,32965
2498,12943
2499,4256
2500,43465
2501,28286
2502,6114
